[2026-06-09T09:59:21.451Z] GET https://klaravex.com/wp-admin/profile.php → pending (?ms, ?B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/plugins/google-analytics-for-wordpress/lite/assets/admin-bar/insights.css?ver=9456bd1f8aae1e62dea8 → 200 (2ms, -353B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/global.min.css?ver=1.5.0 → 200 (3ms, -354B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/header.min.css?ver=1.5.0 → 200 (3ms, -354B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/content.min.css?ver=1.5.0 → 200 (3ms, -354B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.5.0 → 200 (3ms, -354B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.5.1 → 200 (4ms, -368B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-includes/js/utils.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (4ms, -366B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-includes/js/jquery/jquery.min.js?ver=3.7.1 → 200 (13ms, -370B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 → 200 (4ms, -368B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 → 200 (13ms, -370B)
[2026-06-09T10:23:35.579Z] GET https://klaravex.de/wp-includes/js/plupload/plupload.min.js?ver=2.1.9 → 200 (4ms, -368B)
[2026-06-09T10:23:35.579Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=Inter:wght@400;500;600;700&display=swap → 200 (3ms, -698B)
[2026-06-09T10:23:35.583Z] GET https://klaravex.de/wp-content/uploads/2026/06/klaravex-logo-white.svg → 200 (9ms, -357B)
[2026-06-09T10:23:35.619Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (?ms, -815B)
[2026-06-09T10:23:35.619Z] GET https://fonts.gstatic.com/s/syne/v24/8vIH7w4qzmVxm2BL9G78HEY.woff2 → 200 (?ms, -815B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/underscore.min.js?ver=1.13.8 → 200 (2ms, -368B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/shortcode.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -367B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/backbone.min.js?ver=1.6.1 → 200 (3ms, -368B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/wp-util.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -366B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/wp-backbone.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -367B)
[2026-06-09T10:23:35.629Z] GET https://klaravex.de/wp-includes/js/media-models.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (4ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/plupload/wp-plupload.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 → 200 (3ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 → 200 (3ms, -367B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 → 200 (4ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 → 200 (16ms, -370B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (4ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (5ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/api-request.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (5ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317 → 200 (6ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d → 200 (7ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec → 200 (7ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/a11y.min.js?ver=af934e5259bc51b8718e → 200 (8ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/clipboard.min.js?ver=2.0.11 → 200 (11ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/media-views.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (15ms, -370B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/media-editor.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (11ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/media-audiovideo.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (13ms, -367B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-vendors-255bc3d8f7c3e44bb191.js?ver=3.0.6 → 200 (17ms, -371B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-common-3d1170346702178d0a92.js?ver=3.0.6 → 200 (16ms, -370B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-runtime-738467d8d280a3334dc0.js?ver=bdf162508cbe90e9c1e6 → 200 (13ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1 → 200 (13ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1 → 200 (16ms, -370B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1 → 200 (14ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871 → 200 (14ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/api-fetch.min.js?ver=d7efe4dc1468d36c39b8 → 200 (14ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/deprecated.min.js?ver=990e85f234fee8f7d446 → 200 (14ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/dom.min.js?ver=66a6cf58e0c4cd128af0 → 200 (14ms, -368B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/escape-html.min.js?ver=3f093e5cca67aa0f8b56 → 200 (14ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/element.min.js?ver=15ba804677f72a8db97b → 200 (14ms, -367B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/is-shallow-equal.min.js?ver=5d84b9f3cb50d2ce7d04 → 200 (14ms, -366B)
[2026-06-09T10:23:35.630Z] GET https://klaravex.de/wp-includes/js/dist/keycodes.min.js?ver=aa1a141e3468afe7f852 → 200 (14ms, -367B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/priority-queue.min.js?ver=1f0e89e247bc0bd3f9b9 → 200 (13ms, -367B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/undo-manager.min.js?ver=27bb0ae036a2c9d4a1b5 → 200 (14ms, -366B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/compose.min.js?ver=edb5a8c0b5bf71686403 → 200 (14ms, -369B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 → 200 (14ms, -369B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/date.min.js?ver=c9f8e7dd3232716f34e9 → 200 (15ms, -370B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/html-entities.min.js?ver=8c6fa5b869dfeadc4af2 → 200 (14ms, -366B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/primitives.min.js?ver=a5c905ec27bcd76ef287 → 200 (14ms, -366B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/private-apis.min.js?ver=835912f0086b9e59aed4 → 200 (14ms, -366B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/redux-routine.min.js?ver=64f9f5001aabc046c605 → 200 (14ms, -368B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/data.min.js?ver=1756b6a2676c1b3369ab → 200 (15ms, -368B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/rich-text.min.js?ver=16449e6108f48327f368 → 200 (15ms, -369B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/warning.min.js?ver=36fdbdc984d93aee8a97 → 200 (14ms, -366B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-includes/js/dist/components.min.js?ver=5dedfe13f08880193a28 → 200 (27ms, -371B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared-ab4d850930db8cf9e219.js?ver=f9e9c4be5efcc475ce1f → 200 (15ms, -367B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.5.0 → 200 (15ms, -546B)
[2026-06-09T10:23:35.631Z] GET https://klaravex.de/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-wpforms-fcdfcbdf65e9ba33accc.js → 200 (15ms, -366B)
[2026-06-09T10:23:35.735Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/revisit.svg → 200 (2ms, -357B)
[2026-06-09T10:23:35.735Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/images/close.svg → 200 (2ms, -356B)
[2026-06-09T10:23:35.735Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&family=Inter:wght@400;500;600&display=swap → 200 (2ms, -698B)
[2026-06-09T10:23:39.176Z] GET https://klaravex.com/knowledge-base/security/?z=1781000619 → 200 (412ms, 67218B)
[2026-06-09T10:23:39.593Z] GET https://klaravex.com/wp-content/plugins/contact-form-7/includes/css/styles.css → 200 (1ms, -352B)
[2026-06-09T10:23:39.593Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&family=Inter:wght@400;500;600&display=swap → 200 (1ms, -698B)
[2026-06-09T10:23:39.594Z] GET https://klaravex.com/wp-content/themes/klaravex-theme/assets/css/main.css → 200 (?ms, -354B)
[2026-06-09T10:23:39.594Z] GET https://klaravex.com/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js → 200 (1ms, -368B)
[2026-06-09T10:23:39.594Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&display=swap → 200 (1ms, -698B)
[2026-06-09T10:23:39.606Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-06-09T10:23:39.607Z] GET https://fonts.gstatic.com/s/syne/v24/8vIH7w4qzmVxm2BL9G78HEY.woff2 → 200 (?ms, -815B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-content/plugins/accessibility-widget/lite/frontend/assets/js/widget.min.js → 200 (3ms, -370B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-includes/js/dist/hooks.min.js → 200 (2ms, -367B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-includes/js/dist/i18n.min.js → 200 (2ms, -368B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js → 200 (2ms, -368B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-content/plugins/contact-form-7/includes/js/index.js → 200 (2ms, -368B)
[2026-06-09T10:23:39.647Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/index.js → 200 (2ms, -764B)
[2026-06-09T10:23:39.647Z] GET https://klaravex.com/wp-content/themes/klaravex-theme/assets/js/main.js → 200 (2ms, -367B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css → 200 (35ms, -741B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/thin/style.css → 200 (36ms, -741B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/light/style.css → 200 (38ms, -741B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css → 200 (38ms, -742B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css → 200 (40ms, -741B)
[2026-06-09T10:23:39.654Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/duotone/style.css → 200 (42ms, -741B)
[2026-06-09T10:23:39.687Z] GET https://klaravex.com/wp-includes/js/wp-emoji-release.min.js → 200 (36ms, -368B)
[2026-06-09T10:23:39.687Z] GET https://klaravex.com/wp-content/plugins/cookie-law-info/lite/frontend/images/revisit.svg → 200 (10ms, -357B)
[2026-06-09T10:23:39.687Z] GET https://klaravex.com/wp-content/plugins/cookie-law-info/lite/frontend/images/close.svg → 200 (10ms, -357B)
[2026-06-09T10:23:39.729Z] GET https://s.w.org/images/core/emoji/17.0.2/svg/1f44b.svg → 200 (?ms, -492B)
[2026-06-09T10:23:42.867Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2 → 200 (1ms, -787B)
[2026-06-09T10:24:15.830Z] GET https://klaravex.de/?n=1781000655 → 200 (770ms, 89435B)
[2026-06-09T10:24:16.606Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@700;800&family=Inter:wght@400;500;600&display=swap → 200 (1ms, -698B)
[2026-06-09T10:24:16.606Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/index.js → 200 (1ms, -764B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/style.css → 200 (?ms, -741B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/thin/style.css → 200 (3ms, -741B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/light/style.css → 200 (4ms, -741B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/bold/style.css → 200 (5ms, -742B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/fill/style.css → 200 (6ms, -741B)
[2026-06-09T10:24:16.608Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/duotone/style.css → 200 (10ms, -741B)
[2026-06-09T10:24:16.630Z] GET https://klaravex.de/wp-includes/css/buttons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -354B)
[2026-06-09T10:24:16.630Z] GET https://klaravex.de/wp-includes/css/dashicons.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (2ms, -355B)
[2026-06-09T10:24:16.630Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17 → 200 (2ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (1ms, -353B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/css/media-views.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -353B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/js/imgareaselect/imgareaselect.css?ver=0.9.8 → 200 (4ms, -352B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/css/dist/components/style.min.css?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (4ms, -356B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-shared.css?ver=3.0.6 → 200 (4ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/plugins/google-analytics-for-wordpress/lite/assets/admin-bar/insights.css?ver=9456bd1f8aae1e62dea8 → 200 (4ms, -353B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/global.min.css?ver=1.5.0 → 200 (4ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/header.min.css?ver=1.5.0 → 200 (4ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/content.min.css?ver=1.5.0 → 200 (4ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/themes/kadence/assets/css/footer.min.css?ver=1.5.0 → 200 (4ms, -354B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-content/plugins/cookie-law-info/lite/frontend/js/script.min.js?ver=3.5.1 → 200 (5ms, -368B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/js/utils.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (5ms, -366B)
[2026-06-09T10:24:16.631Z] GET https://klaravex.de/wp-includes/js/jquery/jquery.min.js?ver=3.7.1 → 200 (5ms, -370B)
[2026-06-09T10:24:16.632Z] GET https://klaravex.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1 → 200 (4ms, -368B)
[2026-06-09T10:24:16.632Z] GET https://klaravex.de/wp-includes/js/plupload/moxie.min.js?ver=1.3.5.1 → 200 (4ms, -370B)
[2026-06-09T10:24:16.632Z] GET https://klaravex.de/wp-includes/js/plupload/plupload.min.js?ver=2.1.9 → 200 (4ms, -368B)
[2026-06-09T10:24:16.632Z] GET https://fonts.googleapis.com/css2?family=Syne:wght@600;700;800&family=Inter:wght@400;500;600;700&display=swap → 200 (4ms, -698B)
[2026-06-09T10:24:16.687Z] GET https://images.unsplash.com/photo-1573496359142-b8d87734a5a2?w=1600&q=85&auto=format → 200 (?ms, -581B)
[2026-06-09T10:24:16.687Z] GET https://klaravex.com/wp-content/uploads/2026/06/klaravex-de-hero.jpg → 200 (1ms, -492B)
[2026-06-09T10:24:16.687Z] GET https://fonts.gstatic.com/s/inter/v20/UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7W0Q5nw.woff2 → 200 (1ms, -815B)
[2026-06-09T10:24:16.687Z] GET https://fonts.gstatic.com/s/syne/v24/8vIH7w4qzmVxm2BL9G78HEY.woff2 → 200 (1ms, -815B)
[2026-06-09T10:24:16.687Z] GET https://unpkg.com/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2 → 200 (2ms, -787B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/underscore.min.js?ver=1.13.8 → 200 (2ms, -368B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/shortcode.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -367B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/backbone.min.js?ver=1.6.1 → 200 (3ms, -368B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/wp-util.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -366B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/wp-backbone.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (3ms, -367B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/media-models.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (30ms, -368B)
[2026-06-09T10:24:16.733Z] GET https://klaravex.de/wp-includes/js/plupload/wp-plupload.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (31ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 → 200 (31ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 → 200 (32ms, -367B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 → 200 (32ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17 → 200 (36ms, -370B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (32ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (32ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/api-request.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (32ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/dom-ready.min.js?ver=a06281ae5cf5500e9317 → 200 (33ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/hooks.min.js?ver=7496969728ca0f95732d → 200 (33ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/i18n.min.js?ver=781d11515ad3d91786ec → 200 (33ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/a11y.min.js?ver=af934e5259bc51b8718e → 200 (33ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/clipboard.min.js?ver=2.0.11 → 200 (33ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/media-views.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (35ms, -370B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/media-editor.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (33ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/media-audiovideo.min.js?ver=2822dee7cdddd55f5eda9f8d36149e71 → 200 (33ms, -367B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-vendors-255bc3d8f7c3e44bb191.js?ver=3.0.6 → 200 (37ms, -371B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-common-3d1170346702178d0a92.js?ver=3.0.6 → 200 (37ms, -370B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-content/plugins/extendify/public/build/extendify-runtime-738467d8d280a3334dc0.js?ver=bdf162508cbe90e9c1e6 → 200 (34ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1.1 → 200 (34ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-dom.min.js?ver=18.3.1.1 → 200 (36ms, -370B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/vendor/react-jsx-runtime.min.js?ver=18.3.1 → 200 (34ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/url.min.js?ver=bb0f766c3d2efe497871 → 200 (35ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/api-fetch.min.js?ver=d7efe4dc1468d36c39b8 → 200 (34ms, -368B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/deprecated.min.js?ver=990e85f234fee8f7d446 → 200 (34ms, -366B)
[2026-06-09T10:24:16.734Z] GET https://klaravex.de/wp-includes/js/dist/dom.min.js?ver=66a6cf58e0c4cd128af0 → 200 (35ms, -368B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/escape-html.min.js?ver=3f093e5cca67aa0f8b56 → 200 (33ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/element.min.js?ver=15ba804677f72a8db97b → 200 (34ms, -367B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/is-shallow-equal.min.js?ver=5d84b9f3cb50d2ce7d04 → 200 (33ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/keycodes.min.js?ver=aa1a141e3468afe7f852 → 200 (34ms, -367B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/priority-queue.min.js?ver=1f0e89e247bc0bd3f9b9 → 200 (34ms, -367B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/undo-manager.min.js?ver=27bb0ae036a2c9d4a1b5 → 200 (34ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/compose.min.js?ver=edb5a8c0b5bf71686403 → 200 (34ms, -369B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 → 200 (34ms, -369B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/date.min.js?ver=c9f8e7dd3232716f34e9 → 200 (36ms, -370B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/html-entities.min.js?ver=8c6fa5b869dfeadc4af2 → 200 (34ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/primitives.min.js?ver=a5c905ec27bcd76ef287 → 200 (34ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/private-apis.min.js?ver=835912f0086b9e59aed4 → 200 (35ms, -366B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/redux-routine.min.js?ver=64f9f5001aabc046c605 → 200 (35ms, -368B)
[2026-06-09T10:24:16.735Z] GET https://klaravex.de/wp-includes/js/dist/data.min.js?ver=1756b6a2676c1b3369ab → 200 (35ms, -368B)
